snapshot_date,store_id,product_id,on_hand_qty,reorder_point
2024-09-01,ST005,P0099,183,43
2024-09-01,ST005,P0100,243,49
2024-09-01,ST006,P0001,299,21
2024-09-01,ST006,P0002,240,71
2024-09-01,ST006,P0003,259,70
2024-09-01,ST006,P0004,38,36
2024-09-01,ST006,P0005,16,72
2024-09-01,ST006,P0006,291,22
2024-09-01,ST006,P0007,182,76
2024-09-01,ST006,P0008,80,23
2024-09-01,ST006,P0009,186,23
2024-09-01,ST006,P0010,146,47
2024-09-01,ST006,P0011,19,77
2024-09-01,ST006,P0012,225,32
2024-09-01,ST006,P0013,207,42
2024-09-01,ST006,P0014,236,54
2024-09-01,ST006,P0015,280,53
2024-09-01,ST006,P0016,174,44
2024-09-01,ST006,P0017,296,80
2024-09-01,ST006,P0018,213,33
2024-09-01,ST006,P0019,281,55
2024-09-01,ST006,P0020,8,21
2024-09-01,ST006,P0021,188,30
2024-09-01,ST006,P0022,41,23
2024-09-01,ST006,P0023,276,67
2024-09-01,ST006,P0024,87,39
2024-09-01,ST006,P0025,132,37
2024-09-01,ST006,P0026,97,18
2024-09-01,ST006,P0027,258,30
2024-09-01,ST006,P0028,174,26
2024-09-01,ST006,P0029,53,66
2024-09-01,ST006,P0030,298,64
2024-09-01,ST006,P0031,213,63
2024-09-01,ST006,P0032,247,32
2024-09-01,ST006,P0033,180,38
2024-09-01,ST006,P0034,54,54
2024-09-01,ST006,P0035,186,37
2024-09-01,ST006,P0036,225,47
2024-09-01,ST006,P0037,260,26
2024-09-01,ST006,P0038,99,48
2024-09-01,ST006,P0039,210,40
2024-09-01,ST006,P0040,121,59
2024-09-01,ST006,P0041,46,58
2024-09-01,ST006,P0042,236,27
2024-09-01,ST006,P0043,273,47
2024-09-01,ST006,P0044,15,22
2024-09-01,ST006,P0045,290,22
2024-09-01,ST006,P0046,196,27
2024-09-01,ST006,P0047,91,15
2024-09-01,ST006,P0048,275,16
2024-09-01,ST006,P0049,7,56
2024-09-01,ST006,P0050,201,54
2024-09-01,ST006,P0051,19,62
2024-09-01,ST006,P0052,40,37
2024-09-01,ST006,P0053,101,78
2024-09-01,ST006,P0054,98,42
2024-09-01,ST006,P0055,181,27
2024-09-01,ST006,P0056,84,62
2024-09-01,ST006,P0057,298,37
2024-09-01,ST006,P0058,230,37
2024-09-01,ST006,P0059,264,34
2024-09-01,ST006,P0060,232,18
2024-09-01,ST006,P0061,24,30
2024-09-01,ST006,P0062,164,52
2024-09-01,ST006,P0063,60,59
2024-09-01,ST006,P0064,97,36
2024-09-01,ST006,P0065,56,78
2024-09-01,ST006,P0066,103,34
2024-09-01,ST006,P0067,177,73
2024-09-01,ST006,P0068,285,64
2024-09-01,ST006,P0069,234,29
2024-09-01,ST006,P0070,288,23
2024-09-01,ST006,P0071,178,46
2024-09-01,ST006,P0072,192,33
2024-09-01,ST006,P0073,127,77
2024-09-01,ST006,P0074,101,66
2024-09-01,ST006,P0075,26,60
2024-09-01,ST006,P0076,35,76
2024-09-01,ST006,P0077,55,26
2024-09-01,ST006,P0078,169,65
2024-09-01,ST006,P0079,284,40
2024-09-01,ST006,P0080,149,56
2024-09-01,ST006,P0081,74,72
2024-09-01,ST006,P0082,106,52
2024-09-01,ST006,P0083,223,66
2024-09-01,ST006,P0084,227,63
2024-09-01,ST006,P0085,47,77
2024-09-01,ST006,P0086,17,77
2024-09-01,ST006,P0087,58,56
2024-09-01,ST006,P0088,292,76
2024-09-01,ST006,P0089,204,54
2024-09-01,ST006,P0090,259,51
2024-09-01,ST006,P0091,33,20
2024-09-01,ST006,P0092,101,26
2024-09-01,ST006,P0093,162,37
2024-09-01,ST006,P0094,165,21
2024-09-01,ST006,P0095,278,18
2024-09-01,ST006,P0096,29,53
2024-09-01,ST006,P0097,202,39
2024-09-01,ST006,P0098,185,21
2024-09-01,ST006,P0099,227,80
2024-09-01,ST006,P0100,273,37
2024-09-01,ST007,P0001,265,62
2024-09-01,ST007,P0002,27,42
2024-09-01,ST007,P0003,55,73
2024-09-01,ST007,P0004,100,43
2024-09-01,ST007,P0005,168,24
2024-09-01,ST007,P0006,109,78
2024-09-01,ST007,P0007,110,16
2024-09-01,ST007,P0008,28,63
2024-09-01,ST007,P0009,110,29
2024-09-01,ST007,P0010,153,15
2024-09-01,ST007,P0011,128,57
2024-09-01,ST007,P0012,95,64
2024-09-01,ST007,P0013,121,62
2024-09-01,ST007,P0014,210,20
2024-09-01,ST007,P0015,84,33
2024-09-01,ST007,P0016,131,48
2024-09-01,ST007,P0017,221,54
2024-09-01,ST007,P0018,109,49
2024-09-01,ST007,P0019,214,16
2024-09-01,ST007,P0020,217,67
2024-09-01,ST007,P0021,198,50
2024-09-01,ST007,P0022,102,77
2024-09-01,ST007,P0023,134,16
2024-09-01,ST007,P0024,207,20
2024-09-01,ST007,P0025,234,31
2024-09-01,ST007,P0026,119,24
2024-09-01,ST007,P0027,63,29
2024-09-01,ST007,P0028,86,77
2024-09-01,ST007,P0029,39,38
2024-09-01,ST007,P0030,279,56
2024-09-01,ST007,P0031,90,47
2024-09-01,ST007,P0032,208,51
2024-09-01,ST007,P0033,279,51
2024-09-01,ST007,P0034,150,48
2024-09-01,ST007,P0035,60,30
2024-09-01,ST007,P0036,207,40
2024-09-01,ST007,P0037,49,78
2024-09-01,ST007,P0038,107,31
2024-09-01,ST007,P0039,270,19
2024-09-01,ST007,P0040,245,76
2024-09-01,ST007,P0041,60,29
2024-09-01,ST007,P0042,122,19
2024-09-01,ST007,P0043,203,38
2024-09-01,ST007,P0044,47,23
2024-09-01,ST007,P0045,128,70
2024-09-01,ST007,P0046,194,71
2024-09-01,ST007,P0047,78,71
2024-09-01,ST007,P0048,26,79
2024-09-01,ST007,P0049,101,41
2024-09-01,ST007,P0050,167,20
2024-09-01,ST007,P0051,296,16
2024-09-01,ST007,P0052,83,58
2024-09-01,ST007,P0053,133,37
2024-09-01,ST007,P0054,184,74
2024-09-01,ST007,P0055,107,22
2024-09-01,ST007,P0056,205,63
2024-09-01,ST007,P0057,83,52
2024-09-01,ST007,P0058,263,23
2024-09-01,ST007,P0059,120,38
2024-09-01,ST007,P0060,104,57
2024-09-01,ST007,P0061,229,18
2024-09-01,ST007,P0062,230,23
2024-09-01,ST007,P0063,130,51
2024-09-01,ST007,P0064,290,35
2024-09-01,ST007,P0065,78,55
2024-09-01,ST007,P0066,34,29
2024-09-01,ST007,P0067,38,67
2024-09-01,ST007,P0068,270,17
2024-09-01,ST007,P0069,91,56
2024-09-01,ST007,P0070,194,19
2024-09-01,ST007,P0071,78,28
2024-09-01,ST007,P0072,124,15
2024-09-01,ST007,P0073,200,15
2024-09-01,ST007,P0074,293,22
2024-09-01,ST007,P0075,203,30
2024-09-01,ST007,P0076,119,19
2024-09-01,ST007,P0077,293,24
2024-09-01,ST007,P0078,15,75
2024-09-01,ST007,P0079,297,64
2024-09-01,ST007,P0080,149,64
2024-09-01,ST007,P0081,235,45
2024-09-01,ST007,P0082,256,47
2024-09-01,ST007,P0083,181,73
2024-09-01,ST007,P0084,250,34
2024-09-01,ST007,P0085,237,61
2024-09-01,ST007,P0086,119,33
2024-09-01,ST007,P0087,151,37
2024-09-01,ST007,P0088,203,47
2024-09-01,ST007,P0089,87,62
2024-09-01,ST007,P0090,15,70
2024-09-01,ST007,P0091,158,33
2024-09-01,ST007,P0092,26,73
2024-09-01,ST007,P0093,215,44
2024-09-01,ST007,P0094,210,31
2024-09-01,ST007,P0095,185,41
2024-09-01,ST007,P0096,212,68
2024-09-01,ST007,P0097,218,73
2024-09-01,ST007,P0098,236,71
2024-09-01,ST007,P0099,203,74
2024-09-01,ST007,P0100,191,58
2024-09-01,ST008,P0001,171,66
2024-09-01,ST008,P0002,73,41
2024-09-01,ST008,P0003,130,42
2024-09-01,ST008,P0004,102,39
2024-09-01,ST008,P0005,191,74
2024-09-01,ST008,P0006,285,67
2024-09-01,ST008,P0007,196,54
2024-09-01,ST008,P0008,114,65
2024-09-01,ST008,P0009,77,75
2024-09-01,ST008,P0010,60,72
2024-09-01,ST008,P0011,158,67
2024-09-01,ST008,P0012,31,40
2024-09-01,ST008,P0013,116,58
2024-09-01,ST008,P0014,287,35
2024-09-01,ST008,P0015,201,70
2024-09-01,ST008,P0016,97,71
2024-09-01,ST008,P0017,17,41
2024-09-01,ST008,P0018,202,37
2024-09-01,ST008,P0019,144,34
2024-09-01,ST008,P0020,210,40
2024-09-01,ST008,P0021,82,67
2024-09-01,ST008,P0022,167,74
2024-09-01,ST008,P0023,130,31
2024-09-01,ST008,P0024,254,55
2024-09-01,ST008,P0025,276,19
2024-09-01,ST008,P0026,54,23
2024-09-01,ST008,P0027,48,17
2024-09-01,ST008,P0028,9,21
2024-09-01,ST008,P0029,174,26
2024-09-01,ST008,P0030,165,60
2024-09-01,ST008,P0031,108,34
2024-09-01,ST008,P0032,114,54
2024-09-01,ST008,P0033,38,61
2024-09-01,ST008,P0034,166,72
2024-09-01,ST008,P0035,248,58
2024-09-01,ST008,P0036,94,52
2024-09-01,ST008,P0037,160,27
2024-09-01,ST008,P0038,292,35
2024-09-01,ST008,P0039,82,35
2024-09-01,ST008,P0040,217,30
2024-09-01,ST008,P0041,277,67
2024-09-01,ST008,P0042,86,75
2024-09-01,ST008,P0043,148,46
2024-09-01,ST008,P0044,63,33
2024-09-01,ST008,P0045,232,27
2024-09-01,ST008,P0046,25,32
2024-09-01,ST008,P0047,200,75
2024-09-01,ST008,P0048,199,76
2024-09-01,ST008,P0049,92,17
2024-09-01,ST008,P0050,190,71
2024-09-01,ST008,P0051,297,38
2024-09-01,ST008,P0052,234,17
2024-09-01,ST008,P0053,256,59
2024-09-01,ST008,P0054,178,25
2024-09-01,ST008,P0055,194,23
2024-09-01,ST008,P0056,95,32
2024-09-01,ST008,P0057,158,65
2024-09-01,ST008,P0058,81,29
2024-09-01,ST008,P0059,105,56
2024-09-01,ST008,P0060,154,25
2024-09-01,ST008,P0061,186,78
2024-09-01,ST008,P0062,13,68
2024-09-01,ST008,P0063,91,61
2024-09-01,ST008,P0064,134,39
2024-09-01,ST008,P0065,267,50
2024-09-01,ST008,P0066,271,18
2024-09-01,ST008,P0067,255,55
2024-09-01,ST008,P0068,90,21
2024-09-01,ST008,P0069,127,54
2024-09-01,ST008,P0070,139,72
2024-09-01,ST008,P0071,226,58
2024-09-01,ST008,P0072,25,49
2024-09-01,ST008,P0073,239,25
2024-09-01,ST008,P0074,175,19
2024-09-01,ST008,P0075,71,16
2024-09-01,ST008,P0076,298,17
2024-09-01,ST008,P0077,159,63
2024-09-01,ST008,P0078,107,75
2024-09-01,ST008,P0079,199,64
2024-09-01,ST008,P0080,23,49
2024-09-01,ST008,P0081,197,57
2024-09-01,ST008,P0082,192,80
2024-09-01,ST008,P0083,222,67
2024-09-01,ST008,P0084,180,31
2024-09-01,ST008,P0085,182,48
2024-09-01,ST008,P0086,287,39
2024-09-01,ST008,P0087,255,51
2024-09-01,ST008,P0088,141,25
2024-09-01,ST008,P0089,235,25
2024-09-01,ST008,P0090,168,80
2024-09-01,ST008,P0091,63,17
2024-09-01,ST008,P0092,70,28
2024-09-01,ST008,P0093,129,24
2024-09-01,ST008,P0094,95,62
2024-09-01,ST008,P0095,38,34
2024-09-01,ST008,P0096,297,45
2024-09-01,ST008,P0097,49,24
2024-09-01,ST008,P0098,9,16
2024-09-01,ST008,P0099,179,24
2024-09-01,ST008,P0100,84,73
2024-10-01,ST001,P0001,174,28
2024-10-01,ST001,P0002,67,22
2024-10-01,ST001,P0003,76,40
2024-10-01,ST001,P0004,46,38
2024-10-01,ST001,P0005,51,26
2024-10-01,ST001,P0006,6,70
2024-10-01,ST001,P0007,124,41
2024-10-01,ST001,P0008,30,25
2024-10-01,ST001,P0009,203,56
2024-10-01,ST001,P0010,276,39
2024-10-01,ST001,P0011,248,40
2024-10-01,ST001,P0012,258,38
2024-10-01,ST001,P0013,245,51
2024-10-01,ST001,P0014,36,71
2024-10-01,ST001,P0015,99,79
2024-10-01,ST001,P0016,8,25
2024-10-01,ST001,P0017,95,40
2024-10-01,ST001,P0018,139,33
2024-10-01,ST001,P0019,282,39
2024-10-01,ST001,P0020,68,24
2024-10-01,ST001,P0021,101,38
2024-10-01,ST001,P0022,169,44
2024-10-01,ST001,P0023,88,65
2024-10-01,ST001,P0024,156,67
2024-10-01,ST001,P0025,264,51
2024-10-01,ST001,P0026,116,69
2024-10-01,ST001,P0027,133,59
2024-10-01,ST001,P0028,128,15
2024-10-01,ST001,P0029,133,51
2024-10-01,ST001,P0030,87,23
2024-10-01,ST001,P0031,36,23
2024-10-01,ST001,P0032,257,59
2024-10-01,ST001,P0033,35,70
2024-10-01,ST001,P0034,45,72
2024-10-01,ST001,P0035,11,26
2024-10-01,ST001,P0036,168,61
2024-10-01,ST001,P0037,38,48
2024-10-01,ST001,P0038,168,72
2024-10-01,ST001,P0039,188,76
2024-10-01,ST001,P0040,194,78
2024-10-01,ST001,P0041,158,77
2024-10-01,ST001,P0042,165,39
2024-10-01,ST001,P0043,121,36
2024-10-01,ST001,P0044,26,60
2024-10-01,ST001,P0045,214,74
2024-10-01,ST001,P0046,241,56
2024-10-01,ST001,P0047,211,74
2024-10-01,ST001,P0048,242,72
2024-10-01,ST001,P0049,83,33
2024-10-01,ST001,P0050,202,68
2024-10-01,ST001,P0051,17,32
2024-10-01,ST001,P0052,167,63
2024-10-01,ST001,P0053,81,66
2024-10-01,ST001,P0054,192,16
2024-10-01,ST001,P0055,227,37
2024-10-01,ST001,P0056,82,38
2024-10-01,ST001,P0057,116,27
2024-10-01,ST001,P0058,13,65
2024-10-01,ST001,P0059,246,34
2024-10-01,ST001,P0060,143,58
2024-10-01,ST001,P0061,106,17
2024-10-01,ST001,P0062,259,65
2024-10-01,ST001,P0063,86,53
2024-10-01,ST001,P0064,286,50
2024-10-01,ST001,P0065,121,39
2024-10-01,ST001,P0066,254,78
2024-10-01,ST001,P0067,226,70
2024-10-01,ST001,P0068,86,77
2024-10-01,ST001,P0069,35,60
2024-10-01,ST001,P0070,59,23
2024-10-01,ST001,P0071,170,76
2024-10-01,ST001,P0072,153,33
2024-10-01,ST001,P0073,125,78
2024-10-01,ST001,P0074,115,68
2024-10-01,ST001,P0075,256,16
2024-10-01,ST001,P0076,162,35
2024-10-01,ST001,P0077,178,54
2024-10-01,ST001,P0078,224,30
2024-10-01,ST001,P0079,71,51
2024-10-01,ST001,P0080,179,62
2024-10-01,ST001,P0081,70,62
2024-10-01,ST001,P0082,294,75
2024-10-01,ST001,P0083,37,17
2024-10-01,ST001,P0084,233,62
2024-10-01,ST001,P0085,218,46
2024-10-01,ST001,P0086,112,56
2024-10-01,ST001,P0087,124,55
2024-10-01,ST001,P0088,248,50
2024-10-01,ST001,P0089,289,58
2024-10-01,ST001,P0090,300,57
2024-10-01,ST001,P0091,104,31
2024-10-01,ST001,P0092,169,44
2024-10-01,ST001,P0093,126,46
2024-10-01,ST001,P0094,255,75
2024-10-01,ST001,P0095,14,55
2024-10-01,ST001,P0096,266,27
2024-10-01,ST001,P0097,201,33
2024-10-01,ST001,P0098,169,25
2024-10-01,ST001,P0099,275,77
2024-10-01,ST001,P0100,241,49
2024-10-01,ST002,P0001,39,72
2024-10-01,ST002,P0002,204,39
2024-10-01,ST002,P0003,146,33
2024-10-01,ST002,P0004,191,22
2024-10-01,ST002,P0005,247,46
2024-10-01,ST002,P0006,119,15
2024-10-01,ST002,P0007,172,60
2024-10-01,ST002,P0008,252,33
2024-10-01,ST002,P0009,144,55
2024-10-01,ST002,P0010,253,55
2024-10-01,ST002,P0011,279,40
2024-10-01,ST002,P0012,101,30
2024-10-01,ST002,P0013,156,22
2024-10-01,ST002,P0014,104,79
2024-10-01,ST002,P0015,149,46
2024-10-01,ST002,P0016,197,69
2024-10-01,ST002,P0017,10,53
2024-10-01,ST002,P0018,138,41
2024-10-01,ST002,P0019,78,52
2024-10-01,ST002,P0020,17,18
2024-10-01,ST002,P0021,220,25
2024-10-01,ST002,P0022,193,74
2024-10-01,ST002,P0023,80,72
2024-10-01,ST002,P0024,200,35
2024-10-01,ST002,P0025,232,55
2024-10-01,ST002,P0026,60,50
2024-10-01,ST002,P0027,238,50
2024-10-01,ST002,P0028,106,73
2024-10-01,ST002,P0029,150,35
2024-10-01,ST002,P0030,70,56
2024-10-01,ST002,P0031,13,30
2024-10-01,ST002,P0032,31,56
2024-10-01,ST002,P0033,287,76
2024-10-01,ST002,P0034,193,33
2024-10-01,ST002,P0035,166,63
2024-10-01,ST002,P0036,286,18
2024-10-01,ST002,P0037,227,56
2024-10-01,ST002,P0038,207,37
2024-10-01,ST002,P0039,172,19
2024-10-01,ST002,P0040,149,56
2024-10-01,ST002,P0041,294,20
2024-10-01,ST002,P0042,266,22
2024-10-01,ST002,P0043,72,78
2024-10-01,ST002,P0044,37,23
2024-10-01,ST002,P0045,76,34
2024-10-01,ST002,P0046,57,35
2024-10-01,ST002,P0047,125,26
2024-10-01,ST002,P0048,189,60
2024-10-01,ST002,P0049,178,25
2024-10-01,ST002,P0050,216,58
2024-10-01,ST002,P0051,40,78
2024-10-01,ST002,P0052,210,22
2024-10-01,ST002,P0053,273,68
2024-10-01,ST002,P0054,207,34
2024-10-01,ST002,P0055,285,26
2024-10-01,ST002,P0056,111,72
2024-10-01,ST002,P0057,86,29
2024-10-01,ST002,P0058,138,44
2024-10-01,ST002,P0059,127,22
2024-10-01,ST002,P0060,290,18
2024-10-01,ST002,P0061,31,43
2024-10-01,ST002,P0062,250,20
2024-10-01,ST002,P0063,26,43
2024-10-01,ST002,P0064,124,34
2024-10-01,ST002,P0065,75,79
2024-10-01,ST002,P0066,168,56
2024-10-01,ST002,P0067,203,65
2024-10-01,ST002,P0068,14,80
2024-10-01,ST002,P0069,153,78
2024-10-01,ST002,P0070,17,68
2024-10-01,ST002,P0071,286,23
2024-10-01,ST002,P0072,25,40
2024-10-01,ST002,P0073,23,41
2024-10-01,ST002,P0074,122,77
2024-10-01,ST002,P0075,8,59
2024-10-01,ST002,P0076,46,62
2024-10-01,ST002,P0077,265,36
2024-10-01,ST002,P0078,208,42
2024-10-01,ST002,P0079,82,15
2024-10-01,ST002,P0080,149,49
2024-10-01,ST002,P0081,289,62
2024-10-01,ST002,P0082,266,64
2024-10-01,ST002,P0083,86,40
2024-10-01,ST002,P0084,136,57
2024-10-01,ST002,P0085,105,56
2024-10-01,ST002,P0086,138,65
2024-10-01,ST002,P0087,66,51
2024-10-01,ST002,P0088,236,18
2024-10-01,ST002,P0089,233,80
2024-10-01,ST002,P0090,212,41
2024-10-01,ST002,P0091,99,29
2024-10-01,ST002,P0092,26,64
2024-10-01,ST002,P0093,59,41
2024-10-01,ST002,P0094,107,53
2024-10-01,ST002,P0095,114,53
2024-10-01,ST002,P0096,189,74
2024-10-01,ST002,P0097,32,44
2024-10-01,ST002,P0098,295,47
2024-10-01,ST002,P0099,116,80
2024-10-01,ST002,P0100,17,54
2024-10-01,ST003,P0001,11,42
2024-10-01,ST003,P0002,97,57
2024-10-01,ST003,P0003,110,78
2024-10-01,ST003,P0004,203,56
2024-10-01,ST003,P0005,239,65
2024-10-01,ST003,P0006,89,77
2024-10-01,ST003,P0007,250,51
2024-10-01,ST003,P0008,132,24
2024-10-01,ST003,P0009,59,15
2024-10-01,ST003,P0010,20,21
2024-10-01,ST003,P0011,10,50
2024-10-01,ST003,P0012,5,53
2024-10-01,ST003,P0013,232,63
2024-10-01,ST003,P0014,295,35
2024-10-01,ST003,P0015,54,21
2024-10-01,ST003,P0016,193,42
2024-10-01,ST003,P0017,102,69
2024-10-01,ST003,P0018,195,24
2024-10-01,ST003,P0019,148,68
2024-10-01,ST003,P0020,16,53
2024-10-01,ST003,P0021,22,30
2024-10-01,ST003,P0022,159,33
2024-10-01,ST003,P0023,139,73
2024-10-01,ST003,P0024,109,30
2024-10-01,ST003,P0025,20,75
2024-10-01,ST003,P0026,94,16
2024-10-01,ST003,P0027,62,26
2024-10-01,ST003,P0028,125,73
2024-10-01,ST003,P0029,290,49
2024-10-01,ST003,P0030,143,17
2024-10-01,ST003,P0031,293,76
2024-10-01,ST003,P0032,37,34
2024-10-01,ST003,P0033,115,23
2024-10-01,ST003,P0034,208,63
2024-10-01,ST003,P0035,20,19
2024-10-01,ST003,P0036,259,70
2024-10-01,ST003,P0037,243,67
2024-10-01,ST003,P0038,94,16
2024-10-01,ST003,P0039,300,20
2024-10-01,ST003,P0040,37,50
2024-10-01,ST003,P0041,149,76
2024-10-01,ST003,P0042,108,49
2024-10-01,ST003,P0043,17,49
2024-10-01,ST003,P0044,101,45
2024-10-01,ST003,P0045,234,15
2024-10-01,ST003,P0046,27,70
2024-10-01,ST003,P0047,291,77
2024-10-01,ST003,P0048,123,21
2024-10-01,ST003,P0049,151,61
2024-10-01,ST003,P0050,50,62
2024-10-01,ST003,P0051,238,75
2024-10-01,ST003,P0052,283,35
2024-10-01,ST003,P0053,196,62
2024-10-01,ST003,P0054,287,33
2024-10-01,ST003,P0055,169,59
2024-10-01,ST003,P0056,213,37
2024-10-01,ST003,P0057,210,62
2024-10-01,ST003,P0058,244,59
2024-10-01,ST003,P0059,154,33
2024-10-01,ST003,P0060,258,67
2024-10-01,ST003,P0061,189,70
2024-10-01,ST003,P0062,49,47
2024-10-01,ST003,P0063,75,57
2024-10-01,ST003,P0064,188,74
2024-10-01,ST003,P0065,235,36
2024-10-01,ST003,P0066,26,58
2024-10-01,ST003,P0067,264,33
2024-10-01,ST003,P0068,179,35
2024-10-01,ST003,P0069,298,32
2024-10-01,ST003,P0070,110,65
2024-10-01,ST003,P0071,46,68
2024-10-01,ST003,P0072,62,79
2024-10-01,ST003,P0073,283,20
2024-10-01,ST003,P0074,271,28
2024-10-01,ST003,P0075,299,15
2024-10-01,ST003,P0076,135,36
2024-10-01,ST003,P0077,121,57
2024-10-01,ST003,P0078,255,29
2024-10-01,ST003,P0079,171,62
2024-10-01,ST003,P0080,285,65
2024-10-01,ST003,P0081,272,65
2024-10-01,ST003,P0082,117,59
2024-10-01,ST003,P0083,213,28
2024-10-01,ST003,P0084,120,73
2024-10-01,ST003,P0085,84,39
2024-10-01,ST003,P0086,5,79
2024-10-01,ST003,P0087,60,78
2024-10-01,ST003,P0088,78,24
2024-10-01,ST003,P0089,161,45
2024-10-01,ST003,P0090,212,53
2024-10-01,ST003,P0091,112,27
2024-10-01,ST003,P0092,102,18
2024-10-01,ST003,P0093,13,18
2024-10-01,ST003,P0094,156,30
2024-10-01,ST003,P0095,111,38
2024-10-01,ST003,P0096,41,23
2024-10-01,ST003,P0097,134,72
2024-10-01,ST003,P0098,65,69
2024-10-01,ST003,P0099,188,66
2024-10-01,ST003,P0100,10,53
2024-10-01,ST004,P0001,180,64
2024-10-01,ST004,P0002,196,41
2024-10-01,ST004,P0003,160,69
2024-10-01,ST004,P0004,249,20
2024-10-01,ST004,P0005,256,19
2024-10-01,ST004,P0006,260,55
2024-10-01,ST004,P0007,184,18
2024-10-01,ST004,P0008,135,75
2024-10-01,ST004,P0009,201,27
2024-10-01,ST004,P0010,221,59
2024-10-01,ST004,P0011,256,18
2024-10-01,ST004,P0012,199,19
2024-10-01,ST004,P0013,254,26
2024-10-01,ST004,P0014,248,47
2024-10-01,ST004,P0015,283,26
2024-10-01,ST004,P0016,47,46
2024-10-01,ST004,P0017,53,73
2024-10-01,ST004,P0018,199,58
2024-10-01,ST004,P0019,128,75
2024-10-01,ST004,P0020,22,56
2024-10-01,ST004,P0021,163,72
2024-10-01,ST004,P0022,115,67
2024-10-01,ST004,P0023,53,16
2024-10-01,ST004,P0024,70,18
2024-10-01,ST004,P0025,264,71
2024-10-01,ST004,P0026,40,79
2024-10-01,ST004,P0027,97,74
2024-10-01,ST004,P0028,145,64
2024-10-01,ST004,P0029,279,21
2024-10-01,ST004,P0030,134,30
2024-10-01,ST004,P0031,269,77
2024-10-01,ST004,P0032,94,72
2024-10-01,ST004,P0033,155,35
2024-10-01,ST004,P0034,25,52
2024-10-01,ST004,P0035,174,69
2024-10-01,ST004,P0036,61,34
2024-10-01,ST004,P0037,44,40
2024-10-01,ST004,P0038,251,77
2024-10-01,ST004,P0039,132,15
2024-10-01,ST004,P0040,203,37
2024-10-01,ST004,P0041,197,20
2024-10-01,ST004,P0042,159,38
2024-10-01,ST004,P0043,119,58
2024-10-01,ST004,P0044,257,44
2024-10-01,ST004,P0045,232,29
2024-10-01,ST004,P0046,56,36
2024-10-01,ST004,P0047,76,31
2024-10-01,ST004,P0048,293,18
2024-10-01,ST004,P0049,229,78
2024-10-01,ST004,P0050,192,70
2024-10-01,ST004,P0051,15,62
2024-10-01,ST004,P0052,283,28
2024-10-01,ST004,P0053,219,75
2024-10-01,ST004,P0054,22,50
2024-10-01,ST004,P0055,228,69
2024-10-01,ST004,P0056,39,23
2024-10-01,ST004,P0057,49,48
2024-10-01,ST004,P0058,188,75
2024-10-01,ST004,P0059,210,79
2024-10-01,ST004,P0060,129,32
2024-10-01,ST004,P0061,66,18
2024-10-01,ST004,P0062,87,26
2024-10-01,ST004,P0063,297,38
2024-10-01,ST004,P0064,105,72
2024-10-01,ST004,P0065,284,62
2024-10-01,ST004,P0066,290,48
2024-10-01,ST004,P0067,249,23
2024-10-01,ST004,P0068,99,67
2024-10-01,ST004,P0069,64,20
2024-10-01,ST004,P0070,123,40
2024-10-01,ST004,P0071,80,53
2024-10-01,ST004,P0072,73,65
2024-10-01,ST004,P0073,10,62
2024-10-01,ST004,P0074,35,80
2024-10-01,ST004,P0075,11,29
2024-10-01,ST004,P0076,273,49
2024-10-01,ST004,P0077,276,16
2024-10-01,ST004,P0078,160,32
2024-10-01,ST004,P0079,168,46
2024-10-01,ST004,P0080,250,42
2024-10-01,ST004,P0081,101,75
2024-10-01,ST004,P0082,249,76
2024-10-01,ST004,P0083,114,27
2024-10-01,ST004,P0084,93,64
2024-10-01,ST004,P0085,288,24
2024-10-01,ST004,P0086,79,31
2024-10-01,ST004,P0087,266,33
2024-10-01,ST004,P0088,39,76
2024-10-01,ST004,P0089,267,24
2024-10-01,ST004,P0090,294,36
2024-10-01,ST004,P0091,131,67
2024-10-01,ST004,P0092,190,43
2024-10-01,ST004,P0093,139,67
2024-10-01,ST004,P0094,35,70
2024-10-01,ST004,P0095,26,56
2024-10-01,ST004,P0096,207,18
2024-10-01,ST004,P0097,103,62
2024-10-01,ST004,P0098,205,72
2024-10-01,ST004,P0099,120,31
2024-10-01,ST004,P0100,250,80
2024-10-01,ST005,P0001,213,35
2024-10-01,ST005,P0002,128,51
2024-10-01,ST005,P0003,259,24
2024-10-01,ST005,P0004,226,18
2024-10-01,ST005,P0005,218,23
2024-10-01,ST005,P0006,292,25
2024-10-01,ST005,P0007,79,20
2024-10-01,ST005,P0008,194,50
2024-10-01,ST005,P0009,206,50
2024-10-01,ST005,P0010,242,58
2024-10-01,ST005,P0011,160,56
2024-10-01,ST005,P0012,162,75
2024-10-01,ST005,P0013,266,77
2024-10-01,ST005,P0014,202,32
2024-10-01,ST005,P0015,245,58
2024-10-01,ST005,P0016,51,77
2024-10-01,ST005,P0017,180,23
2024-10-01,ST005,P0018,133,49
2024-10-01,ST005,P0019,143,51
2024-10-01,ST005,P0020,267,44
2024-10-01,ST005,P0021,165,56
2024-10-01,ST005,P0022,127,39
2024-10-01,ST005,P0023,183,54
2024-10-01,ST005,P0024,103,57
2024-10-01,ST005,P0025,270,67
2024-10-01,ST005,P0026,147,48
2024-10-01,ST005,P0027,222,39
2024-10-01,ST005,P0028,76,52
2024-10-01,ST005,P0029,102,61
2024-10-01,ST005,P0030,282,56
2024-10-01,ST005,P0031,109,74
2024-10-01,ST005,P0032,271,37
2024-10-01,ST005,P0033,65,52
